School Name,Address,Pincode,website,City,Category,Gender,Principal,Founded,Affiliation,Strength,Web Url,Fees,Revenue,Mobile/Contact Number,Principal/Heigher Mgm. Emails,Emails,Other Higher Mgm. Email,Other Email,Other Email.1,Contact number,Contact number.1,Contact number.2,Merged_Unnamed
Chatterjee National School,"Birnagar, Uttar Para, West Bengal 741127",741127,http://www.chatterjeenationalschool.com/,West Bengal,International School,,,,,,,2.5 crore,,070440 76005,,,cnsbprincipal@gmail.com,info@chatterjeenationalschool.com,chatterjeenationalschool@gmail.com,+91-9836831662,9064792605,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Sanfort Kalimpong, West Bengal","Ram Kunj Bhawan, Near Rockvale Academy 9th Mile, Kalimpong, West Bengal 734001",734001,http://www.sanfortschools.com/,West Bengal,International School,,,,,,,4066 crore,,089678 01661,,,jammumf@sanfortschools.com,maharashtra@sanfortschools.com,ro.rajasthan@sanfortschools.com,919434878580,919832094936,+91 - 8010405081,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
EuroKids Pre-School,"Kandi, School Road, PO- Kandi, (Near Dindayamayee Decorator), Kandi, West Bengal 742137",742137,http://www.eurokidsindia.com/,West Bengal,International School,,,,,,,3 crore,,095937 95995,,,hello@eurokidsindia.com,eurokidsmalviyanagar@gmail.com,jane-d@eurokidsindia.com,918447343346,9111403639,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Indira Gandhi Memorial High School,"456 P K Guha Road, Dum Dum, Kolkata, West Bengal, Kolkata, West Bengal 700028",700028,http://dumdum.igmhs.org/,West Bengal,International School,,,,,,,1/2 crore,,,,,bigmhschool@hotmail.com,igmhs@hotmail.com,igmauttarpara@gmail.com,9903780222,9830236955,+91-9903046955,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Narayana School,"New Shibrampur Main Road, Parui Mauza, Kolkata, West Bengal 700141",700141,http://www.narayanaschools.in/,West Bengal,International School,,,,,,,5 crore,,081002 78324,,,abhaykumars@narayanagroup.com,info@narayanagroup.com,janed@narayanagroup.com,+91-9111145237,9716020971,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
ISHM Universal Campus,"Salt Lake Electronics Complex, 38/5, GN Block, Sector V, Bidhannagar, Kolkata, West Bengal 700091",700091,https://www.ishm.co.in/,West Bengal,International School,,,,,,,4 crore,,090070 70004,,,admission@ishm.co.in,hr@ishm.co.in,,9007070004,8100881009,7303157001,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kangaroo Kids,"14, Watkins Lane, Gokul Apartment Backside, Beside St. Helen School, Near Howrah A.C. Market, Howrah, West Bengal 711101",711101,http://www.kkel.com/,West Bengal,International School,,,,,,,4067 crore,,080170 12600,,,franchise@kangarookids.co.in,gurugram.sec109@kangarookids.co.in,gurgaon.unitech@kangarookids.co.in,prayagraj.bh@kangarookids.co.in,jane@kkel.com,admissions@islanderseducation.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kangaroo Kids,"3, Chowringhee Terrace,, Near Gol Mandir- Gokhale Road, Bhawanipur, Kolkata, West Bengal 700020",700020,http://www.kkel.com/,West Bengal,International School,,,,,,,4 crore,,097484 00100,,,franchise@kangarookids.co.in,gurugram.sec109@kangarookids.co.in,gurgaon.unitech@kangarookids.co.in,prayagraj.bh@kangarookids.co.in,jane@kkel.com,admissions@islanderseducation.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Modi Public School,"Phathargata Road, Matigara, Siliguri, West Bengal 734010",734010,http://www.mpssiliguri.com/,West Bengal,International School,,,,,,,1/2 crore,,095647 77747,,,dmps@del3.vsnl.net.in,vivekchaturvedi2007@rediffmail.com,mps_kota@yahoo.com,9451354860,9455382101,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kangaroo Kids,"181, Bangur Ave, Block C, Bangur, Lake Town, Kolkata, West Bengal 700055",700055,https://www.kkel.com/,West Bengal,International School,,,,,,,5 crore,,098307 20700,,,franchise@kangarookids.co.in,gurugram.sec109@kangarookids.co.in,gurgaon.unitech@kangarookids.co.in,prayagraj.bh@kangarookids.co.in,jane@kkel.com,admissions@islanderseducation.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
ISB&M (Kolkata),"Budge Budge, Achipur, West Bengal 700138",700138,http://www.isbm.ac.in/,West Bengal,International School,,,2004,,,,2 crore,,092305 62601,,,info@isbm.ac.in,admissions@isbm.ac.in,admissions.kolkata@isbm.ac,9230562572,7757029571,9830991821,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Delhi Public School,"Mathura Rd, National Zoological Park, Sundar Nagar, New Delhi, Delhi 110003",110003,https://www.dpsmathuraroad.org/,Washim ,DPS School,,Deeksha Khera,1949,,,,,,011 4339 9200,,,mainoffice@dpsmathuraroad.org,principal@dpsmathuraroad.org,paprincipal@dpsmathuraroad.org,vpacad@dpsmathuraroad.org,vpadmin@dpsmathuraroad.org,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Delhi Public School,GBN, Sector 132, NOIDA","B - 1, Noida-Greater Noida Expy, B Block, Block A, Sector 132, Noida, Uttar Pradesh 201301",201301,http://www.dps-gbn.org/,Washim ,DPS School,,,,,,,,,0120 712 2031,,,admissions@dps-gbn.org,info@dps-gbn,info@dps-gbn.org,7042597119,9654466666,9999999484,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
R. A. College,"Kata Rd, Washim, Maharashtra 444505",444505,https://www.rac.ac.in/,Washim ,English Medium School,,,,,,,,,072522 35662,,,gdwadankar@gmail.com,jaya.somatkar@gmail.com,brasc_abd@yahoo.com,9421793167,9049143941,9825012984,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Adarsh English School,"Godbole Plots, Dabki Rd, Renuka Nagar, Akola, Maharashtra 444002",444002,http://adarshenglishschool.com/,Washim ,English Medium School,,,,,,,,,098506 16849,,,adarsh.engschool@gmail.com,info@apskarnal.com,avm.adarshenglishschool@gmail.com,9890011991,9323979617,919167457251,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Vision School,"Azad Nagar, Vyankatesh Nagar, Shegaon, Maharashtra 444203",444203,https://visionenglishschool.com/,Washim ,English Medium School,,,,,,,,,096574 51613,,,office@visioninternationalschool.net,info@visionacademy,connect@dpsghatkesar.org.in,9836988668,9874574342,9866060262,"ms.tanscst@nic.in, tamilnaducouncil@gmail.com, apsche2003@yahoo.co.in, apsche@ap.nic.in, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Delhi Public School,"Survey No 74, Khajaguda Village, Chitrapuri Colony, Post, Hyderabad, Telangana 500104",500104,http://www.dpshyderabad.in/,Warangal ,Private School,,,,,,,,,040 2980 6765,,,principaloffice@dpsguwahati.in,coordinator.dpsghostel@gmail.com,accounts.dpsghostel@gmail.com,7086055501,7086055502,7086055503,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Greenwood High School Day scholar,"23-6-144, 1, Hunter Rd, Ramannapet, Warangal, Telangana 506002",506002,http://greenwoodschools.ac.in/,Warangal ,Kids School,,,,,,,,,098665 14516,,,admissions.intl@green,admissions@greenwoo,admissions.bgt@greenwo,7829917668,9866514516,9866514513,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Lotus school,"Gowthami Nagar Opp: Koti Cheruvu, Telangana 506011",506011,http://lotusschool.in/,Warangal ,Kids School,,,,,,,,,0870 658 9469,,,principal@lotusvalleygurgaon.com,info@lotusvalleygurgaon.com,vp@lotusvalleygurgaon.com,9650544997,9910220942,bwilliams@lotusschool.org,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
NIIT Warangal Centre,"2nd Floor, Thirumala Mall, Warangal-Huzurabad Rd, Opposite Police Head Quarters, Kishanpura, Hanamkonda, Telangana 506001",506001,http://www.niit.com/,Warangal ,Kids School,,,,,,,,,092480 01144,,,acad_ugseat@nitw.ac.in,acad_pgseat@nitw.ac.in,acad_phdseat@nitw.ac.in,9861126947,8897064421,xxxx@student.nitw.ac.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kidzee Pre-School And Day Care,"H.No 2-7-406, Excise Colony, Near Vorous Fresh, Hanamkonda, Hanamkonda, Telangana 506001",506001,http://www.kidzee.com/,Warangal ,Kids School,,,,,,,,,070931 17482,,,kidzeehnk3668@gmail.com,mmquickerala@gmail.com,admissions@kidzee.com,7093117482,8287420333,9717995235,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Lead India - Sri Chaitanya CBSE School,"House No: 23-6, 203/5, Hunter Rd, Dwaraka Nagar, Shyampet, Hanamkonda, Telangana 506001",506001,http://www.leadindiaschool.com/,Warangal ,English Medium School,,,,,,,,,070953 77755,,,srichaitanyacbse.in@gmail.com,challaraghu4srv@gmail.com,suncitycbse@srichaitanyaschool.net,7095277755,7095377755,9866101718,"9000697616, 9849007882, 8919416185, 7013311664, 9177411457, 9985707773, 9346203948, 9989853684, 9985888075, 7032813071, 9849218666, 8019352199, 8019991515, 7729956896, 8977738071, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Vaagdevi College of Engineering,"Khammam - Warangal Hwy, Road, Bollikunta, Telangana 506005",506005,https://www.vaagdevi.edu.in/,Warangal ,English Medium School,,,1998,,,,,,0870 286 5182,,,info@vaagdevi.edu.in,tpo@vaagdevi.edu.in,,8886526969,+91-8886526969,9866537393,"principal@ewsbalapur.com, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Talla Padmavathi Colleges,"Khammam Bypass Road Orus Kareemabad, Urus Bodrai, Warangal, Telangana 506012",506012,,Warangal ,English Medium School,,,1997,,,,,,0870 243 4057,,,principal.tpce@gmail.com,principal@tallapadmavathipharma.com,pharmacyvenkat@gmail.com,7032815912,919849945165,9849945165,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kakatiya E-Techno School,"beside HDFC Bank, Shivanagar, Jammikunta, Telangana 505122",505122,http://www.kakatiyainstitutions.com/,Warangal ,English Medium School,,,,,,,,,087272 54309,,,co_info@kakatiyatechnoschools.com,kakatiyaadb@gmail.com,principalkts.rmpr@gmail.com,8498088737,919391891044,919346967878,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St John's High School,"Malkapur Rd, Bhagyanagar Colony, Chaitanyapuri, Karimnagar, Telangana 505001",505001,http://www.stjohnskarimnagar.com/,Warangal ,English Medium School,,,,,,,,,0878 225 6367,,,jsmith@stjohnshigh.org,alumni@stjohnshigh.org,webmaster@stjohnshigh.org,stjohns_hs@bsnl.in,office@stjohnshighschool.edu.in,johnsdiocesan@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Greenwood High School Warangal,"GREENWOOD HIGH SCHOOL Ramanna per, Hunter Rd, Warangal, Telangana 506002",506002,http://greenwoodschools.ac.in/,Warangal ,SSC School,,,,,,,,,098665 14516,,,principal_main@greenwood.co.in,rabbani@greenwoodwgl.com,admissions@greenwoo,9866514515,9866514516,8702564267,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Mahendra Educational Private Limited,"301-304, 3RD FLOOR, BLOCK-C, KANDA KATLA COMPLEX ABOVE RELIANCE DIGITAL, (KAKATIYA UNIVERSITY CROSS ROAD)HANAMKONDA, near KU-X _ROAD, Warangal, Telangana 506009",506009,http://www.mahendras.org/,Warangal ,SSC School,,,,,,,,,081422 30661,,,info@mahendras.org,head.accounts@mahendras.org,jane.doe@mahendras.org,7052477777,7052577777,9212069515,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Gabriel's High School,"Fathima Nagar, National Institute of Technology Campus, Kazipet, Telangana 506004",506004,http://www.stgabrielkazipet.com/,Warangal,School,,Rev. Bro. Arun Prakash,,,,,,,0870 243 1764,frankiefr@gmail.com,principal.s@gmail.com,sghsinfo@gmail.com,,,+91-8978520265,8978520265,,"9302698262, 7697802489, 9009614829, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Gabriel's High School,"Fathima Nagar, National Institute of Technology Campus, Kazipet, Telangana 506004",506004,http://www.stgabrielkazipet.com/,Warangal,Kids School,,Rev. Bro. Arun Prakash,,,,,,,0870 243 1764,jamil.msc@rediff.com,dubey.phd@gmail.com,sghsinfo@gmail.com,,,+91-8978520265,8978520265,,"7387591913, 7387563752, 8308331109, 9158281833, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Vaagdevi College of Engineering,"Khammam - Warangal Hwy, Road, Bollikunta, Telangana 506005",506005,https://www.vaagdevi.edu.in/,Warangal,Play School,,K. Prakash,,,,,,,0870 286 5182,promini.phd@hotmail.com,principal.jagdish@gmail.com,info@vaagdevi.edu.in,tpo@vaagdevi.edu.in,,8886526969,+91-8886526969,9866537393,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Gabriel's High School,"Fathima Nagar, National Institute of Technology Campus, Kazipet, Telangana 506004",506004,http://www.stgabrielkazipet.com/,Warangal,Play School,,Rev. Bro. Arun Prakash,,,,,,,0870 243 1764,rupali3@gmail.com,manojkumar3@gmail.com,sghsinfo@gmail.com,,,+91-8978520265,8978520265,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Vaagdevi College of Engineering,"Khammam - Warangal Hwy, Road, Bollikunta, Telangana 506005",506005,https://www.vaagdevi.edu.in/,Warangal,Private School,,K. Prakash,,,,,,,0870 286 5182,er.rajesh@gmail.com,phd.rakesh@gmail.com,info@vaagdevi.edu.in,tpo@vaagdevi.edu.in,,8886526969,+91-8886526969,9866537393,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Gabriel's High School,"Fathima Nagar, National Institute of Technology Campus, Kazipet, Telangana 506004",506004,http://www.stgabrielkazipet.com/,Warangal,Private School,,Rev. Bro. Arun Prakash,,,,,,,0870 243 1764,srmonica@gmail.com,principal.shriram@gmail.com,sghsinfo@gmail.com,,,+91-8978520265,8978520265,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Pallavi Model School Boduppal,"near Ambedkar Statue, West Hanuman Nagar, Boduppal, Hyderabad, Telangana 500092",500092,https://www.pallavimodelschools.org/boduppal,Warangal,Private School,,Mrs. Tanuja,,,,,,,076600 02469,post12@gmail.com,dudamambadas@gmail.com,principal_bdpl@pallavimodelschools.org,pmsboduppal@gmail.com,admissions_bwp@pallavimodelschools.org,7660002467,7660002469,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kareemabad,"near Ambedkar Statue, West Hanuman Nagar, Boduppal, Hyderabad, Telangana 500092",500092,https://www.pallavimodelschools.org/boduppal,Warangal,Private School,,Mrs. Tanuja,,,,,,,076600 02469,shikha.msc@rediff.com,vijayrao19@gmail.com,contactcentre@sbi.co.in,sbi.22078@sbi.co.in,commissionergwmc-ts@gov.in,,,,"9122487727, 7718888777, 7718804419, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Vignana Bharathi Institute of Technology,"Aushapur, Ghatkesar, near HPCL, Hyderabad, Telangana 501301",501301,http://vbithyd.ac.in/,Warangal,Private School,,Mr G. Amarender Rao,,,,,,,079934 53628,er.pinto@gmail.com,nileshdusane@gmail.com,principal@vbithyd.ac.in,info@vbit.edu.in,,7993453633,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Gabriel's High School,"Fathima Nagar, National Institute of Technology Campus, Kazipet, Telangana 506004",506004,http://www.stgabrielkazipet.com/,Warangal,CBSE School,,Rev. Bro. Arun Prakash,,,,,,,0870 243 1764,j1989@rediff.com,gaikwadbalwant@gmail.com,sghsinfo@gmail.com,,,+91-8978520265,8978520265,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Gabriel's High School,"Fathima Nagar, National Institute of Technology Campus, Kazipet, Telangana 506004",506004,http://www.stgabrielkazipet.com/,Warangal,ICSE School,,Rev. Bro. Arun Prakash,,,,,,,0870 243 1764,rong10@hotmail.com,dnyanoba7@gmail.com,sghsinfo@gmail.com,,,+91-8978520265,8978520265,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Gitanjali Primary School,"Brahmanwadi, Begumpet, beside Varun Motors, Hyderabad, Telangana 500016",500016,http://www.gitanjalischools.com/,Warangal,ICSE School,,Mrs. Maya Sukumaran,"June 1990, Hyderabad",,,,,,040 2776 8420,sreekumar11@gmail.com,prakash.phd@gmail.com,info@gitanjalischools.com,,,8886696467,,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Pallavi Model School Boduppal,"near Ambedkar Statue, West Hanuman Nagar, Boduppal, Hyderabad, Telangana 500092",500092,https://www.pallavimodelschools.org/boduppal,Warangal,ICSE School,,Mrs. Tanuja,,,,,,,076600 02469,mr.msc@gmail.com,principal.prakash@gmail.com,principal_bdpl@pallavimodelschools.org,pmsboduppal@gmail.com,admissions_bwp@pallavimodelschools.org,7660002467,7660002469,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"The Hyderabad Public School, Ramanthapur","#3-8-152, A-K, Ramanthapur, Hyderabad, Telangana 500013",500013,http://www.hpsramanthapur.org/,Warangal,ICSE School,,Dr.Narasimha Reddy,,,,,,,079955 55107,tasneem.msc@rediff.com,prakash.bsc@gmail.com,principal@hpsramanthapur.org,director.alumnirelations@hpss.org,contactus@hpsramanthapur.org,7995555108,7995555107,,"hmrjcb@nspmandal.org, hmmohinidevi@nspmandal.org, hmnavin@nspmandal.org, hmsarada@nspmandal.org, hmchandak@nspmandal.org, hmmahatma@nspmandal.org, hmvj@nspmandal.org, hmsanjivani@nspmandal.org, hmsaradwadi@nspmandal.org, hmnutan@nspmandal.org, hmmbc@nspmandal.org, hmkisan@nspmandal.org, hmhivare@nspmandal.org, hmsavargaon@nspmandal.org, hmsaraswati@nspmandal.org, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Birla Open Minds International School,"Survey No 192 & 193 Outer Ring Road Gachibowli, Kollur, Hyderabad, Telangana 502300",502300,http://www.openminds-hyderabad.com/,Warangal,ICSE School,,Syamali Choudhry,,,,,,,095910 35414,arvinddr@gmail.com,prashant3@gmail.com,admissions.bomis@birlaopenminds.com,openmindsbsp@gmail.com,info@birlaschoolbsp.com,8499993928,9987872231,8815105684,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
