School Name,Address,Website_x,City_x,Category_x,Gender_x,Principal_x,Founded_x,Affiliation_x,Web Url,Fees_x,Revenue_x,Mobile/Contact Number_x,Principal/Heigher Mgm. Emails_x,Emails_x,Other Higher Mgm. Email_x,Other Email_x,Other Email.1_x,Contact number_x,Contact number.1_x,Contact number.2_x,Merged_Unnamed_x,Unnamed: 22,Unnamed: 23,Pincode,Website_y,City_y,Category_y,Gender_y,Principal_y,Founded_y,Affiliation_y,Strength,Website.1,Fees_y,Revenue_y,Mobile/Contact Number_y,Principal/Heigher Mgm. Emails_y,Emails_y,Other Higher Mgm. Email_y,Other Email_y,Other Email.1_y,Contact number_y,Contact number.1_y,Contact number.2_y,Merged_Unnamed_y,Web Url_x,Unnamed: 22_x,Unnamed: 23_x,Web Url_y,Unnamed: 22_y,Unnamed: 23_y,Unnamed: 24
podar jumbo kids rajkot,"radha, jyoti nagar 3, ghanshyam nagar, rajkot, gujarat 360005",https://www.jumbokids.com/,,Gujarat,Kids School,,,,,,5 lakh,,082911 99419,dsouza14@gmail.com,,admissions@podar.org,rajkot@jumbokids.com,pjkbhaktinagar@jumbokids.com,7574807054,9106727692,9427563866,,,,http://podareducation.org/school/Rajkot/jumbokidseventsrajkot,Gujarat,Kids School,,,,,,,5 lakh,,082911 99419,dsouza14@gmail.com,,admissions@podar.org,rajkot@jumbokids.com,pjkbhaktinagar@jumbokids.com,7574807054,9106727692,9427563866,,,,,,,,
rmk residential senior secondary school,"n. h. 5, rsm nagar, kavaraipettai, gummidipoondi, chennai, tamil nadu 601206",https://www.rmkresidential.com/,,Chennai,Schools,Co-ED,R Ravichandran,2007,,,10 lakh,,"98842 13275, 044 6790 1234",ravichandran18@gmail.com,vikalpshri@gmail.com,info@rmkresidential.ac.in,,,,,,,,,http://www.rmkresidential.ac.in/,Chennai,Schools,Co-ED,R Ravichandran,2007,,,,10 lakh,,"98842 13275, 044 6790 1234",ravichandran18@gmail.com,vikalpshri@gmail.com,info@rmkresidential.ac.in,,,,,,,,,,,,,
royal public school,"adalhat,shakti nagar highway, mirzapur, uttar pradesh 231302",http://www.royalpublicschool.webs.com/,,"Uttar Pradesh, Mirzapur-cum-Vindhyachal","Schools, Private School",,Sweta Gupta,2000,,,,,099199 31278,"dr.jha@gmail.com, pinto16@gmail.com",ghumman16@gmail.com,"royal.wazirpur@gmail.com, rajdeepsingh@gmail.com",royalpublicschool@gmail.com,"royalschool99@gmail.com, royal.wazirpur@gmail.com",9837144800,9760544800,+91-8510013473,,,,http://www.royalpublicschool.webs.com/,"Uttar Pradesh, Mirzapur-cum-Vindhyachal","Schools, Private School",,Sweta Gupta,2000,,,,,,099199 31278,"dr.jha@gmail.com, pinto16@gmail.com",ghumman16@gmail.com,"royal.wazirpur@gmail.com, rajdeepsingh@gmail.com",royalpublicschool@gmail.com,"royalschool99@gmail.com, royal.wazirpur@gmail.com",9837144800,9760544800,+91-8510013473,,,,,,,,
ram lal anand college,"benito juarez marg, south campus, south moti bagh, new delhi, delhi 110021",http://rlacollege.edu.in/,,,School,,Dr. Rakesh Kumar Gupta,1964,,,,,011 2411 2557,biswajit.bsc@gmail.com,chopra10@gmail.com,rlac.du@gmail.com,rakeshpragya@gmail.com,dpsinha50@hotmail.com,8527346633,9891400986,,,,,http://rlacollege.edu.in/,,School,,Dr. Rakesh Kumar Gupta,1964,,,,,,011 2411 2557,biswajit.bsc@gmail.com,chopra10@gmail.com,rlac.du@gmail.com,rakeshpragya@gmail.com,dpsinha50@hotmail.com,8527346633,9891400986,,,,,,,,,
ramagya school | best schools in noida | school in noida,"e-7, e block, sector 50, noida, uttar pradesh 201301",https://ramagyaschool.com/,,Uttar Pradesh,Schools,,,,,,5 lakh,,080103 33555,dr.mitter@gmail.com,,admissions@ramagyaschool.com,principal@ramagyaschool.com,careers@ramagyagroup.com,+91-8010333555,sports@ramagyagroup.com,,,,,https://ramagyaschool.com/,Uttar Pradesh,Schools,,,,,,,5 lakh,,080103 33555,dr.mitter@gmail.com,,admissions@ramagyaschool.com,principal@ramagyaschool.com,careers@ramagyagroup.com,+91-8010333555,sports@ramagyagroup.com,,,,,,,,,
rapid global school,"achhalda - bidhuna rd, bidhuna, uttar pradesh 206243",https://www.rapidglobalschool.com/,,Uttar Pradesh,Schools,,Deepti Kamal Rathore,10/29/2010,,,,,094118 90482,singh1984@hotmail.com,khan17@gmail.com,anupamsingh88@gmail.com,rgscbsrivastav@gmail.com,rapidglobal2011@gmail.com,rgsprincipal@gmail.com,,,,,,http://www.rapidglobalschool.org/,Uttar Pradesh,Schools,,Deepti Kamal Rathore,29 October 2010,,,,,,094118 90482,singh1984@hotmail.com,khan17@gmail.com,anupamsingh88@gmail.com,rgscbsrivastav@gmail.com,rapidglobal2011@gmail.com,rgsprincipal@gmail.com,,,,,,,,,,
reqelford international school,"sy no. 417, rampally (v), keesara (m), hyderabad, telangana 501301",http://www.reqelfordinternationalschool.com/,Telangana,Kids School,,,,,,3585 crore,,086888 22222,info@reqelfordinternationalschool.com,,admissions@reqelfordinternationalschool.com,reqelplay@reqelfordinternationalschool.com,info@reqelfordinternationalschool.com,8125011235,7207388111,7093322649,9523098360,,,,http://www.reqelfordinternationalschool.com/,Telangana,Kids School,,,,,,,3585 crore,,086888 22222,,,admissions@reqelfordinternationalschool.com,reqelplay@reqelfordinternationalschool.com,info@reqelfordinternationalschool.com,8125011235,7207388111,7093322649,9523098360,,,,,,,
rishi valley school,"rishi valley, chittoor district, madanapalle, andhra pradesh 517352",http://www.rishivalley.org/,"Karnataka, Andhra Pradesh","School, Private School, Kids School, CBSE School, ICSE School, IB school, International School, Schools, Private Schoos, Boarding school",,Dr. Anantha Jyothi,1926,,,"5 crore, 1/2 crore, 2 crore, 2.5 crore, 472 crore, 3 crore, 11 lakh, 10 lakh, 9 lakh",,085712 80044,"robert@gmail.com, drsulochana@gmail.com, rinasingh@gmail.com, soumen7@gmail.com, chaturvedijyotsana@gmail.com, saurabh10@gmail.com, sunandaali@gmail.com, dr.antony@gmail.com, regisr@rediff.com, antonia1980@gmail.com, usha.bsc@rediff.com, profdr@gmail.com","msc.dhananjay@gmail.com, chitrarekha7@gmail.com, pro.neelkanth@gmail.com, vishnu7@gmail.com, vijay4@gmail.com, kumarnirmal@gmail.com, gupta13@gmail.com, prasad.phd@gmail.com, goyal20@gmail.com","office@thevalleyschool.info, office@rishivalley.org","admissions@rishivalley.org, office@rishivalley.org","office@rishivalley.org, principal@rishivalley.org",91-9493547322,91-9493547822,91-7893644497,,,,,http://www.rishivalley.org/,"Karnataka, Andhra Pradesh","School, Private School, Kids School, CBSE School, ICSE School, IB school, International School, Schools, Private Schoos, Boarding school",,Dr. Anantha Jyothi,1926,,,,"5 crore, 1/2 crore, 2 crore, 2.5 crore, 472 crore, 3 crore, 11 lakh, 10 lakh, 9 lakh",,085712 80044,"robert@gmail.com, drsulochana@gmail.com, rinasingh@gmail.com, soumen7@gmail.com, chaturvedijyotsana@gmail.com, saurabh10@gmail.com, sunandaali@gmail.com, dr.antony@gmail.com, regisr@rediff.com, antonia1980@gmail.com, usha.bsc@rediff.com, profdr@gmail.com","msc.dhananjay@gmail.com, chitrarekha7@gmail.com, pro.neelkanth@gmail.com, vishnu7@gmail.com, vijay4@gmail.com, kumarnirmal@gmail.com, gupta13@gmail.com, prasad.phd@gmail.com, goyal20@gmail.com","office@thevalleyschool.info, office@rishivalley.org","admissions@rishivalley.org, office@rishivalley.org","office@rishivalley.org, principal@rishivalley.org",91-9493547322,91-9493547822,91-7893644497,,,,,,,,
rishikul vidyapeeth school,"devru rd, jeevan vihar, sonipat, haryana 131001",http://www.rishikulvidyapeeth.edu.in/,Haryana,Private Schoos,,,,,,10 lakh,,094160 74444,sridhar1965@yahoo.com,,info@rishikulvidyapeeth.edu.in,.laxmangarh@gmail.com,rishikulschool.laxmangarh@gmail.com,9416074444,9416474444,9829771356,,,,,http://www.rishikulvidyapeeth.edu.in/,Haryana,Private Schoos,,,,,,,10 lakh,,094160 74444,sridhar1965@yahoo.com,,info@rishikulvidyapeeth.edu.in,.laxmangarh@gmail.com,rishikulschool.laxmangarh@gmail.com,9416074444,9416474444,9829771356,,,,,,,,
rockvale academy,"9 mile rishi road, opposite kalimpong fire station, p.o. kalimpong, district darjeeling, kalimpong, west bengal 734301",http://www.rockvaleacademy.com/,"West Bengal, Sikkim","School, ICSE School, Kids School, Private School",,Capt. Prakash Mani Pradhan,1984,,,"2.5 crore, 1/2 crore, 3 crore",,03552 255 556,"meenakshibhakuni@gmail.com, er.chakraborty@gmail.com, dr.sunitha@hotmail.com, sheila.bsc@gmail.com, saro1975@gmail.com, datta4@rediff.com","pateljagruti@gmail.com, dr.kapil@gmail.com, rakesh19@gmail.com, borkarvasant@gmail.com, subirkumar10@gmail.com, abhimanyu.msc@gmail.com",principal@rockvaleacademy.com,principal@rockvalcacademy.com,rmckpg@gmail,9434045295,9064840883,9832047338,"+91-9731322777, +91-9962556555, +91-9304285985, +91-9510188610",,,,http://www.rockvaleacademy.com/,"West Bengal, Sikkim","School, ICSE School, Kids School, Private School",,Capt. Prakash Mani Pradhan,1984,,,,"2.5 crore, 1/2 crore, 3 crore",,03552 255 556,"meenakshibhakuni@gmail.com, er.chakraborty@gmail.com, dr.sunitha@hotmail.com, sheila.bsc@gmail.com, saro1975@gmail.com, datta4@rediff.com","pateljagruti@gmail.com, dr.kapil@gmail.com, rakesh19@gmail.com, borkarvasant@gmail.com, subirkumar10@gmail.com, abhimanyu.msc@gmail.com",principal@rockvaleacademy.com,principal@rockvalcacademy.com,rmckpg@gmail,9434045295,9064840883,9832047338,"+91-9731322777, +91-9962556555, +91-9304285985, +91-9510188610",,,,,,,
roever school,"perambalur, tamil nadu 621212",http://www.roeverschool.edu.in/,Tamil Nadu,Schools,,,,,,5 lakh,,04328 224 955,er.philomi@gmail.com,,pmb1410024a@gmail.com,roevermatric@gmail,cbse@roever.edu.in,9750970191,9750970145,9750970124,principalkvkathmandu@gmail.com,,,,http://www.roeverschool.edu.in/,Tamil Nadu,Schools,,,,,,,5 lakh,,04328 224 955,er.philomi@gmail.com,,pmb1410024a@gmail.com,roevermatric@gmail,cbse@roever.edu.in,9750970191,9750970145,9750970124,principalkvkathmandu@gmail.com,,,,,,,
royal global school,"nh - 37, opposite tirupati balaji temple, betkuchi, ahom gaon, guwahati, assam 781035",http://rgs.edu.in/,Assam,"International School, Boarding school",,,,,,"8 lakh, 9 lakh",,088226 07725,"ramesh10@gmail.com, manish.bsc@gmail.com",,admissions@rgs.edu.in,principal@rgs.edu.in,registraroffice@rgu.ac,+91-8822607725,8822607726,8811032728,,,,,http://rgs.edu.in/,Assam,"International School, Boarding school",,,,,,,"8 lakh, 9 lakh",,088226 07725,"ramesh10@gmail.com, manish.bsc@gmail.com",,admissions@rgs.edu.in,principal@rgs.edu.in,registraroffice@rgu.ac,+91-8822607725,8822607726,8811032728,,,,,,,,
s b patil public school,"survey no. 110, gat no.1, ravet, pimpri-chinchwad, maharashtra 412101",http://www.sbpatilschool.com/,Maharashtra,CBSE School,,Mrs. Bindu Saini,,,,2 crore,,080872 11888,isaacs7@gmail.com,truptilad@gmail.com,sbppschool@gmail.com,drbindusaini01@gmail.com,,8087211888,7030183183,,,,,,http://www.sbpatilschool.com/,Maharashtra,CBSE School,,Mrs. Bindu Saini,,,,,2 crore,,080872 11888,isaacs7@gmail.com,truptilad@gmail.com,sbppschool@gmail.com,drbindusaini01@gmail.com,,8087211888,7030183183,,,,,,,,,
sai international residential school,"sai vihar, 1400 ramdaspur, nuagan, cuttack, odisha 754008",https://sirs.edu.in/,,School,,Amitabh Agnihotri,2018,New Delhi,,,,081143 68700,drjustus@gmail.com,dr.ravi@gmail.com,admissions@sirs.edu.in,info@sirs.edu.in,,8114368700,,,,,,,https://sirs.edu.in/,,School,,Amitabh Agnihotri,2018,New Delhi,,,,,081143 68700,drjustus@gmail.com,dr.ravi@gmail.com,admissions@sirs.edu.in,info@sirs.edu.in,,8114368700,,,,sirs.edu.in,,,sirs.edu.in,,,
sai international residential school,"sai vihar, 1400 ramdaspur, nuagan, cuttack, odisha 754008",https://sirs.edu.in/,,School,,Amitabh Agnihotri,2018,New Delhi,,,,081143 68700,drjustus@gmail.com,dr.ravi@gmail.com,admissions@sirs.edu.in,info@sirs.edu.in,,8114368700,,,,,,,https://sirs.edu.in/,,School,,Amitabh Agnihotri,2018,New Delhi,,,,,081143 68700,dr.phd@rediff.com,paliwal3@gmail.com,admissions@sirs.edu.in,info@sirs.edu.in,,8114368700,,,,sirs.edu.in,,,sirs.edu.in,,,
sboa matriculation and higher secondary school,"no.r, 9, 17th st, c-sector, anna nagar west extension, chennai, tamil nadu 600101",http://www.sboamchennai.com/,Tamil Nadu,Schools,,,,,,7 crore,,044 2615 1135,,,sboacbe.mat@gmail,sboa.matric@yahoo.in,sboamadurai@yahoo.co.in,contact@sboamatricchennai.com,contact@sboamatricchennai,sboacbe_nat@yahoo.com,8988804999,,,,http://www.sboamchennai.com/,Tamil Nadu,Schools,,,,,,,7 crore,,044 2615 1135,,,sboacbe.mat@gmail,sboa.matric@yahoo.in,sboamadurai@yahoo.co.in,contact@sboamatricchennai.com,contact@sboamatricchennai,sboacbe_nat@yahoo.com,8988804999,,,,,,,
delhi public school,"287-295, bithoor rd, singhpur, kalyanpur, kanpur, uttar pradesh 208017",http://www.dpskalyanpur.com/,Unnao,Private School,,,,,,9 lakh,,090440 55605,,,dpskalyanpur@superhousegroup.com,contact@dpskalyanpur.com,superhouseeducation@gmail.com,+91-9044055605,9044050622,9580362555,+91-9850826975,,,,http://www.dpskalyanpur.com/,"Uttar Pradesh, Unnao, Kanpur","Schools, School, Kids School, Private School, CBSE School, ICSE School, IB school, International School",,Archana Nigam,2002,Central Board of Secondary Education,,,2 crore,,090440 55605,"deeptikamal@yahoo.com, nair10@hotmail.com, pinto.msc@gmail.com, neetu5@gmail.com, mukherjee20@yahoo.com, soumen.bsc@hotmail.com, craigdr@rediff.com, bvijayachandra@gmail.com, k1975@gmail.com, joshi.bsc@gmail.com, mrsveera@gmail.com, sunilaathley@rediff.com, smt.msc@hotmail.com, milansmt@hotmail.com, khanna1985@gmail.com","shri.bsc@gmail.com, patidar2@gmail.com, ramdas17@gmail.com, bulbule17@gmail.com, bansilal8@gmail.com, dr.babanrao@gmail.com, dr.chhabra@gmail.com, suhas.phd@gmail.com, daundkar10@gmail.com, dr.nanda@gmail.com",dpskalyanpur@superhousegroup.com,contact@dpskalyanpur.com,superhouseeducation@gmail.com,+91-9044055605,9044050622,9580362555,7290047000,,,,,,,
skp vanitha international school in tiruvannamalai,"chinnakangiyanur, tiruvannamalai, post, via nh66, somasipadi, tamil nadu 606611",http://www.skpvis.edu.in/,Tamil Nadu,International School,,,,,,3 crore,,094429 55580,,,office@skpvis.edu.in,prm@skpvis.edu.in,principal@skpvis.edu.in,info@skpvis.edu,info@skpvis.edu.in,durai@skpec.in,"9880405427, 9008302553",,,,http://www.skpvis.edu.in/,Tamil Nadu,International School,,,,,,,3 crore,,094429 55580,,,office@skpvis.edu.in,prm@skpvis.edu.in,principal@skpvis.edu.in,info@skpvis.edu,info@skpvis.edu.in,durai@skpec.in,"9880405427, 9008302553",,,,,,,
skv educational institution,"tiruchengode - paramathy road, m.kandampalayam, tiruchengode, namakkal, tamil nadu 637201",http://skvvidhyaashram.edu.in/,Tamil Nadu,Board School,,,,,,5 crore,,04268 261 661,,,principal@skvgwalior.org,viceprincipal@skvgwalior.org,bursar@skvgwalior.org,9868896545,skvvidhyaashram@gmail.com,sriganeshskv@gmail.com,9330554217,,,,http://skvvidhyaashram.edu.in/,Tamil Nadu,Board School,,,,,,,5 crore,,04268 261 661,,,principal@skvgwalior.org,viceprincipal@skvgwalior.org,bursar@skvgwalior.org,9868896545,skvvidhyaashram@gmail.com,sriganeshskv@gmail.com,9330554217,,,,,,,
snv international school,"snv campus, nadiad-uttarsanda, bhumel road, nadiad, gujarat 387001",http://www.snvschool.org/,Gujarat,"Private Schoos, International School",,,,,,"11 lakh, 9 lakh",,0268 258 7270,"dr.prabha@yahoo.com, vago1981@gmail.com",,chairman@snvschool.org,academicdirector@snvschool.org,principal@snvschool.org,9723451645,"7228971669, stdysnv@gmail.com",musiccoordinator@snvschool.org,,,,,http://www.snvschool.org/,Gujarat,"Private Schoos, International School",,,,,,,"11 lakh, 9 lakh",,0268 258 7270,"dr.prabha@yahoo.com, vago1981@gmail.com",,chairman@snvschool.org,academicdirector@snvschool.org,principal@snvschool.org,9723451645,"7228971669, stdysnv@gmail.com",musiccoordinator@snvschool.org,,,,,,,,
srm institute of science & technology,"mahatma gandhi rd, potheri, srm nagar, kattankulathur, tamil nadu 603203",http://www.srmuniv.ac.in/,Tamil Nadu,Private Schoos,,,,,,10 crore,,044 4743 7500,,,infodesk@srmist.edu.in,registrar@srmist.edu.in,warden.paari.ktr@srmist.edu,9292801424,8754593528,9942822000,"sitesupport@sip-group.com, export@sip-group.com",,,,http://www.srmuniv.ac.in/,Tamil Nadu,Private Schoos,,,,,,,10 crore,,044 4743 7500,,,infodesk@srmist.edu.in,registrar@srmist.edu.in,warden.paari.ktr@srmist.edu,9292801424,8754593528,9942822000,"sitesupport@sip-group.com, export@sip-group.com",,,,,,,
srv matric higher secondary school,"grand southern trunk rd, samayapuram, tamil nadu 621112",http://www.srvschoolstrichy.org/,Tamil Nadu,"Kids School, CBSE School, Schools, School",,Mr. Thulasithasan,2006,,,"1/2 crore, 5 crore, 8 lakh",,0431 267 0660,"ms.bsc@yahoo.com, manjuri.msc@gmail.com, prabaldr@gmail.com, puthumaifr@hotmail.com","daundkar10@gmail.com, deshmukh19@gmail.com, dr.ahmed@gmail.com",srvpublicschooltry@gmail.com,srvsamayapuram@gmail.com,srvpublicschoolspm@gmail.com,8903931111,9443220680,8903824333,,,,,http://www.srvschoolstrichy.org/,Tamil Nadu,"Kids School, CBSE School, Schools, School",,Mr. Thulasithasan,2006,,,,"1/2 crore, 5 crore, 8 lakh",,0431 267 0660,"ms.bsc@yahoo.com, manjuri.msc@gmail.com, prabaldr@gmail.com, puthumaifr@hotmail.com","daundkar10@gmail.com, deshmukh19@gmail.com, dr.ahmed@gmail.com",srvpublicschooltry@gmail.com,srvsamayapuram@gmail.com,srvpublicschoolspm@gmail.com,8903931111,9443220680,8903824333,,,,,,,,
srv public school,"pirattiyur west trichy - dindugal, high road, tiruchirappalli, tamil nadu 620009",http://www.srvschoolstrichy.org/,Tamil Nadu,"Board School, IB school",,,,,,"7 crore, 4 crore",,089039 31111,,,srvpublicschooltry@gmail.com,srvsamayapuram@gmail.com,"ips@srvinnova.org, srvpublicschoolspm@gmail.com",8903931111,"9443220680, 8903932222","8903824333, 9626660003","9804394345, 8660838964",,,,http://www.srvschoolstrichy.org/,Tamil Nadu,"Board School, IB school",,,,,,,"7 crore, 4 crore",,089039 31111,,,srvpublicschooltry@gmail.com,srvsamayapuram@gmail.com,"ips@srvinnova.org, srvpublicschoolspm@gmail.com",8903931111,"9443220680, 8903932222","8903824333, 9626660003","9804394345, 8660838964",,,,,,,
st. anne's school jodhpur,"sector b, saraswati nagar, basni, jodhpur, rajasthan 342005",http://www.stannes.edu.in/,,School,,Mrs. Annamma Abraham,1983,,,,,0291 272 5506,neeta.msc@gmail.com,mittal.phd@gmail.com,stannes.school@gmail.com,stannesschool6@gmail.com,abraham30@gmail,9314617753,jabraham30@gmail.com,,,,,,http://www.stannes.edu.in/,,School,,Mrs. Annamma Abraham,1983,,,,,,0291 272 5506,neeta.msc@gmail.com,mittal.phd@gmail.com,stannes.school@gmail.com,stannesschool6@gmail.com,abraham30@gmail,9314617753,jabraham30@gmail.com,,,,,,,,,
sahajanand int. school,"isnav, gujarat 388460",http://www.siseducation.org/,Gujarat,Private Schoos,,,,,,8 lakh,,099789 75353,arvindtuljagond@rediff.com,,sahajintsch@gmail.com,siseducation.principal@gmail.com,rpghatala@gmail.com,7874497363,9978975353,9375760066,,,,,http://www.siseducation.org/,Gujarat,Private Schoos,,,,,,,8 lakh,,099789 75353,arvindtuljagond@rediff.com,,sahajintsch@gmail.com,siseducation.principal@gmail.com,rpghatala@gmail.com,7874497363,9978975353,9375760066,,,,,,,,
sahyadri school,"rajgurunagar, dist. pune, tiwai hill, maharashtra 410513",http://www.sahyadrischool.org/,Maharashtra,"School, Private School, ICSE School",,Mrs. Padmapriya Shirali,,,,"2 crore, 4 crore",,,"parveen1966@gmail.com, davies.msc@gmail.com, fr1984@gmail.com","deepa19@gmail.com, dr.kurmi@gmail.com, meenal17@gmail.com",office@sahyadrischool.org,sssdsahyadrinationalschool@gmail.com,sahyadrischools@gmail.com,9422304265,9422304267,9422304276,,,,,http://www.sahyadrischool.org/,Maharashtra,"School, Private School, ICSE School",,Mrs. Padmapriya Shirali,,,,,"2 crore, 4 crore",,,"parveen1966@gmail.com, davies.msc@gmail.com, fr1984@gmail.com","deepa19@gmail.com, dr.kurmi@gmail.com, meenal17@gmail.com",office@sahyadrischool.org,sssdsahyadrinationalschool@gmail.com,sahyadrischools@gmail.com,9422304265,9422304267,9422304276,,,,,,,,
"sainik school balachadi, jamnagar","sainik school balachadi rd, balachadi, gujarat 361230",http://www.ssbalachadi.org/,Gujarat,"School, Kids School",,Defence officers,,,,"3 crore, 4 crore",,02893 246 226,"joblebijoy@gmail.com, sharmila.bsc@gmail.com","dr.pramod@gmail.com, loniya20@gmail.com",ssbjam11@gmail.com,ssbqmoffice@gmail.com,,"9785068346, 9428817003","9427514112, 7419999228",9480020000,,,,,http://www.ssbalachadi.org/,Gujarat,"School, Kids School",,Defence officers,,,,,"3 crore, 4 crore",,02893 246 226,"joblebijoy@gmail.com, sharmila.bsc@gmail.com","dr.pramod@gmail.com, loniya20@gmail.com",ssbjam11@gmail.com,ssbqmoffice@gmail.com,,"9785068346, 9428817003","9427514112, 7419999228",9480020000,,,,,,,,
"sainik school, rewa","civil lines, rewa, madhya pradesh 486001",http://www.sainikschoolrewa.ac.in/,Madhya Pradesh,"School, Private School",,Col V. Ravindra Kumar,,,,"1/2 crore, 3 crore",,076622 57109,"athnaslakra@gmail.com, er.katawati@gmail.com","snehaljoshi@gmail.com, kapila14@gmail.com",info.ssrewa@gmail.com,ppl.ssrewa@gmail.com,principal@sainikschoolrewa.ac.in,7662257109,,,,,,,http://www.sainikschoolrewa.ac.in/,Madhya Pradesh,"School, Private School",,Col V. Ravindra Kumar,,,,,"1/2 crore, 3 crore",,076622 57109,"athnaslakra@gmail.com, er.katawati@gmail.com","snehaljoshi@gmail.com, kapila14@gmail.com",info.ssrewa@gmail.com,ppl.ssrewa@gmail.com,principal@sainikschoolrewa.ac.in,7662257109,,,,,,,,,,
sanatan dharma college,"jagadhari rd, near civil hospital, tribune colony, ambala cantt, haryana 133001",http://www.sdcollegeambala.org/,Punjab,"IB school, School",,Rajinder Singh,"1916, Ambala Cantt",Kurukshetra University,,2.5 crore,,0171 263 0283,"lama1985@gmail.com, er.apurba@hotmail.com","barreto.msc@gmail.com, narendersingh@gmail.com","richsuri@gmail.com, principal.arsdcollege@gmail.com","principal@sdcollegeambala.ac.in, principal@arsd.du.ac.in","principal.arsdcollege@gmail.com, principal.vssdknp@gmail.com","9810945279, placement@arsd.du.ac.in","principal.arsd@gmail.com, principal@sdcollegeambala.org",principal@sdcollegeambala.ac.in,,,,,http://www.sdcollegeambala.org/,Punjab,"IB school, School",,Rajinder Singh,"1916, Ambala Cantt",Kurukshetra University,,,2.5 crore,,0171 263 0283,"lama1985@gmail.com, er.apurba@hotmail.com","barreto.msc@gmail.com, narendersingh@gmail.com","richsuri@gmail.com, principal.arsdcollege@gmail.com","principal@sdcollegeambala.ac.in, principal@arsd.du.ac.in","principal.arsdcollege@gmail.com, principal.vssdknp@gmail.com","9810945279, placement@arsd.du.ac.in","principal.arsd@gmail.com, principal@sdcollegeambala.org",principal@sdcollegeambala.ac.in,,,,,,,,
"sanskriti school, chanakyapuri","s radhakrishna marg, chanakyapuri, new delhi, delhi 110021",http://www.sanskritischool.edu.in/,"Sonipat, Rajasthan, Panipat, Palwal, Noida, Modinagar, Mewat, Khurja, Jhajjar, Hapur, Gurgaon, Greater Noida, Ghaziabad, Delhi, Bulandshahr, Agra , Agra","Kids School, IB school, Play School, CBSE School, Private School, ICSE School, International School, School",,Richa Sharma Agnihotri (2017–),8/12/1998,,,"4 crore, 2.5 crore",,011 2688 3336,"dr.sharma@hotmail.com, skumar@gmail.com, phuntsok9@yahoo.com, omanathomas@gmail.com, joshidrk@yahoo.com, smt1970@gmail.com, srjyoti@hotmail.com, mary1975@hotmail.com, dr.arpita@gmail.com, thomas.bsc@hotmail.com, raghav.bsc@gmail.com, mrs.msc@rediff.com, padmams@hotmail.com, sandhu3@gmail.com, chopra2@hotmail.com, alwyn1969@gmail.com, hema18@gmail.com, shirley.phd@gmail.com, dr1982@rediff.com, nigam.phd@hotmail.com, rameshbro@gmail.com, geetha.msc@gmail.com, best19@yahoo.com, manish7@rediff.com, gupta4@gmail.com, cletus6@gmail.com, ak.bsc@yahoo.com, alwyn.phd@gmail.com, shakuntlamrs@rediff.com, ruchi13@gmail.com, drmadhu@hotmail.com","dr.mohansingh@gmail.com, kisan.bsc@gmail.com, krishnasingh@gmail.com, amratlal12@gmail.com, dr.shivajirao@gmail.com, pandurang18@gmail.com, shakilahmed@gmail.com, dashrathalte@gmail.com, abhay.phd@gmail.com, jaiprakash19@gmail.com, bankarangesh@gmail.com, masandmadho@gmail.com, sandeep.phd@gmail.com",school@sanskritischool.edu.in,principal@sanskritischool.edu.in,it@sanskritischool.edu.in,junior@sanskritischool.edu.in,middle@sanskritischool.edu.in,senior@sanskritischool.edu.in,,,,,http://www.sanskritischool.edu.in/,"Sonipat, Rajasthan, Panipat, Palwal, Noida, Modinagar, Mewat, Khurja, Jhajjar, Hapur, Gurgaon, Greater Noida, Ghaziabad, Delhi, Bulandshahr, Agra , Agra","Kids School, IB school, Play School, CBSE School, Private School, ICSE School, International School, School",,Richa Sharma Agnihotri (2017–),12 August 1998,,,,"4 crore, 2.5 crore",,011 2688 3336,"dr.sharma@hotmail.com, skumar@gmail.com, phuntsok9@yahoo.com, omanathomas@gmail.com, joshidrk@yahoo.com, smt1970@gmail.com, srjyoti@hotmail.com, mary1975@hotmail.com, dr.arpita@gmail.com, thomas.bsc@hotmail.com, raghav.bsc@gmail.com, mrs.msc@rediff.com, padmams@hotmail.com, sandhu3@gmail.com, chopra2@hotmail.com, alwyn1969@gmail.com, hema18@gmail.com, shirley.phd@gmail.com, dr1982@rediff.com, nigam.phd@hotmail.com, rameshbro@gmail.com, geetha.msc@gmail.com, best19@yahoo.com, manish7@rediff.com, gupta4@gmail.com, cletus6@gmail.com, ak.bsc@yahoo.com, alwyn.phd@gmail.com, shakuntlamrs@rediff.com, ruchi13@gmail.com, drmadhu@hotmail.com","dr.mohansingh@gmail.com, kisan.bsc@gmail.com, krishnasingh@gmail.com, amratlal12@gmail.com, dr.shivajirao@gmail.com, pandurang18@gmail.com, shakilahmed@gmail.com, dashrathalte@gmail.com, abhay.phd@gmail.com, jaiprakash19@gmail.com, bankarangesh@gmail.com, masandmadho@gmail.com, sandeep.phd@gmail.com",school@sanskritischool.edu.in,principal@sanskritischool.edu.in,it@sanskritischool.edu.in,junior@sanskritischool.edu.in,middle@sanskritischool.edu.in,senior@sanskritischool.edu.in,,,,,,,,
